candidato,tweet
bolsonaro,"- Estou longe de ser perfeito. Na verdade, ninguém é. Se fosse, não seria necessário que Deus se fizesse homem para morrer por nós, já que não existiriam pecados. Mas tenho certeza que temos o melhor caminho para tornar realidade o sonho de sermos uma nação grande e próspera! 🇧🇷"
bolsonaro,"- Por fim, maior do que nossas palavras, são as nossas ações. Com todos os defeitos e caneladas, sempre estivemos ao lado da liberdade e da democracia. Nenhum opositor foi perseguido em meu governo. Pelo contrário, foram meus apoiadores que foram vítimas de perseguições e abusos."
bolsonaro,"- No caminho de Bolsonaro, uma economia de mercado, pujante, que  está permitindo que o Brasil gere empregos e cresça enquanto todo o mundo está em queda. O caminho de Lula culminou na maior recessão de nossa história, mesmo sem uma pandemia e uma guerra de impactos globais."
bolsonaro,"- No caminho de Bolsonaro, a garantia de que, apesar de críticas, a mídia jamais será controlada pelo governo, assim como a Internet. No caminho de Lula, a sanha pelo controle de todos os meios de comunicação, aos moldes do que fez a Venezuela e outras ditaduras amigas do PT."
bolsonaro,"- No caminho de Lula, a violência só aumentou, colocando o Brasil no patamar de países em guerra civil, com 60 mil mortes anuais. No caminho de Jair Bolsonaro, a violência caiu drasticamente, com a maior redução de homicídios de toda a série histórica e o menor nível em 15 anos."
bolsonaro,"- No caminho de Lula, bandidos são vítimas e policiais são demonizados. Quer soltar presos e tem apoio de Facções. No caminho de Bolsonaro, o Brasil está do lado daqueles que arriscam suas vidas para proteger a sociedade. Vítima é vítima e bandidos devem pagar pelos seus crimes."
bolsonaro,"- No caminho de Lula o crime organizado cresceu e se fortaleceu monstruosamente. A legalização das drogas, que destroem famílias e que fazem pais e mães enterrarem seus filhos, é uma questão de tempo. No caminho de Bolsonaro, recorde de apreensão de drogas e prejuízos ao tráfico."
bolsonaro,"- No caminho de Lula, ameaças à propriedade privada, violência e invasões de terras promovidas pelo MST. No caminho de Jair Bolsonaro, a paz reinou através da entrega histórica de mais de 420 mil títulos de propriedade e a ampliação da legítima defesa para o homem do campo."
bolsonaro,"- No caminho de Lula, 13 milhões de famílias recebiam em média R$ 190. Alguns chegavam a receber apenas R$ 80 e, para que fossem reféns, perdiam o benefício se conseguissem emprego. No caminho de Jair Bolsonaro, 20 milhões de famílias recebem no mínimo R$ 600 do Auxilio Brasil."
bolsonaro,"- No caminho de Lula, as estatais davam prejuízos, porque eram saqueadas para alimentar esquema de corrupção de seu bando. No caminho de Jair Bolsonaro, as estatais são lideradas por técnicos e dão lucros, que são usados em investimentos, como o pagamento do Auxilio Brasil."
bolsonaro,"- No caminho de Lula o Brasil é amigo de ditaduras socialistas e financia obras em Cuba e Venezuela enquanto abandona as do próprio país. O caminho de Jair Bolsonaro fez o Brasil se aproximar do mundo livre e democrático, firmando grandes acordos e encaminhando a entrada na OCDE."
bolsonaro,"- No caminho de Lula, o governo é formado por indicações políticas, negociadas nas sombras em troca de apoio, prato cheio para a corrupção. No caminho de Jair Bolsonaro o governo é formado com independência, permitindo que se trabalhe pelo país e não por interesses estranhos."
bolsonaro,"- Sempre existirá alguém que não gosta de você ou que você não gosta, é impossível agradar a todos. Agora, quando se trata de decidir os rumos de uma nação, é preciso ir além dessas questões. A disputa não é entre palavras duras e palavras doces, é entre caminhos bem distintos."
bolsonaro,"- Tenham a certeza de que esse apoio se estende a todo brasileiro honesto, que segue as leis, ama a sua família e deseja viver num país cada vez mais seguro para seus filhos e netos. Um país livre das drogas, da criminalidade, da inversão de valores e dos ataques à fé de cada um."
bolsonaro,"- Agradeço ao Governador de Minas Gerais @RomeuZema, ao Governador do Rio de Janeiro @claudiocastroRJ e ao Governador de São Paulo @rodrigogarcia_ por decidirem se unir a nós contra a corrupção, o abandono e o desrespeito aos valores das familias brasileiras que representa o PT."
bolsonaro,"- Diferenças sempre existirão, mas o que está em jogo neste momento é algo muito maior: o futuro do nosso Brasil. É hora de unirmos forças para proteger a liberdade e a dignidade do povo brasileiro e evitar que a quadrilha que assaltou e quase destruiu o país volte ao poder."
bolsonaro,"- Cerca de 35 milhões de litros de diesel importado da Rússia chegaram ao porto de Santos.

- Outras operações de importação estão em progresso.

- Novas cargas são esperadas para outubro, aumentando a competição e pressionando para a queda dos preços do combustível."
bolsonaro,"- Mantenham o foco! Um dos principais e mais difíceis objetivos foi alcançado ontem. Nós já temos o que é necessário para libertar o Brasil do autoritarismo, da chantagem e da injustiça que tanto nos idigna. A mudança mais profunda do país já começou! Não é o povo que deve temer."
bolsonaro,"- Nossos adversários só se prepararam para uma corrida de 100 metros. Nós estamos prontos para uma maratona. Vamos lutar com confiança e com força cada vez maior, certos de que vamos prevalecer pela pátria, pela família, pela vida, pela liberdade e pela vontade de Deus! 🇧🇷"
bolsonaro,"- Sabemos do tamanho da nossa responsabilidade e dos desafios que vamos enfrentar. Mas sabemos aonde queremos chegar e como chegaremos lá. Pela graça de Deus, nunca perdi uma eleição e sei que não será agora, quando a liberdade do Brasil inteiro depende de nós, que iremos perder."
bolsonaro,"- Esta disputa não decidirá apenas quem assumirá um cargo nos próximos quatro anos. Esta disputa decidirá nossa identidade, nossos valores e a forma como seremos vistos pelo mundo e pelo próprio Deus. Lutemos pela liberdade, pela honestidade, por nossos filhos e pelo Brasil."
bolsonaro,"- Muita gente se deixou levar pelas mentiras propagadas pelos institutos de pesquisas, que saíram do 1° turno completamente desmoralizados. Erraram todas as previsões e já são os maiores derrotados desta eleição. Vencemos essa mentira e agora vamos vencer a eleição!"
bolsonaro,- Elegemos governadores no 1° turno em 8 estados e elegeremos nossos aliados em outros 8 estados neste 2° turno. Esta é a maior vitória dos patriotas na história do Brasil: 60% do território brasileiro será governado por quem defende nossos valores e luta por um país mais livre.
bolsonaro,"- Contra tudo e contra todos, tivemos no 1° turno de 2022 uma votação mais expressiva do que aquela que tivemos em 2018. Foram quase 2 milhões de votos a mais! Também elegemos as maiores bancadas da Câmara e do Senado, o que era a nossa maior prioridade neste primeiro momento."
bolsonaro,"- Todos são livres para escolher por qual destes caminhos o país percorrerá, consciente de que as consequências de cada um já estão claras. Dito isso, tenho certeza de que o crime não voltará a controlar o nosso Brasil, porque temos o Brasil acima de tudo e DEUS ACIMA DE TODOS!"
bolsonaro,"- Do outro, a defesa da liberdade e da propriedade privada, o direito à legítima defesa, o combate às drogas e à violência, a proteção da vida desde a concepção, o livre mercado, a defesa da inocência das crianças e um governo honesto, que caminha ao lado do povo brasileiro."
bolsonaro,"- O que está em jogo são caminhos claramente opostos e muito bem definidos. De um lado, o socialismo, a liberação do aborto, a vitimização de bandidos, a legalização das drogas, a relativização do crime, a demonização de policiais, a corrupção sistêmica e a destruição da família."
bolsonaro,"- Vamos seguir trabalhando por um Brasil grande, forte e respeitado! Brasil acima de tudo! Deus acima de todos! https://t.co/Vf2MVJsKW1"
bolsonaro,"- Obrigado, meu amigo Trump! Graças ao apoio do povo brasileiro e de nossa determinação em lutar pelos interesses do Brasil, hoje somos respeitados no mundo todo e contamos com o apoio de nações livres e prósperas e não mais de ditaduras socialistas, como no passado. https://t.co/p4gcAcSiIU"
bolsonaro,"- Israel também está com Bolsonaro. Agradeço ao ex-Premiê de Israel, @netanyahu , pela amizade, apoio e reconhecimento. O Brasil seguirá junto com Israel na luta pela liberdade e pelos valores que fundaram nossa civilização. Que o bom Deus ilumine o povo brasileiro amanhã! 🇧🇷🇮🇱 https://t.co/uPMdPFc2SZ"
bolsonaro,"- Obrigado, @jguaido ! Lutaremos sempre por aquilo que vale mais do que as nossas próprias vidas: a liberdade. O Brasil seguirá sendo uma luz para os que sonham com um futuro mais livre na nossa América Latina e seguirá acolhendo nossos irmãos flagelados pelo socialismo."
bolsonaro,"- Os venezuelanos acompanharão com apreensão a eleição brasileira, pedindo a Deus para que o Brasil siga sendo um refúgio e uma esperança e também para que não voltemos nunca mais a eleger políticos que apoiam e financiam a ditadura que os massacra. https://t.co/8IuXUpzk2s"
bolsonaro,Nada melhor do que um próprio morador falar das obras da Transposição do São Francisco. https://t.co/1NwoM5ATDs
bolsonaro,- Joinville / Santa Catarina (01/10/2022) https://t.co/An7TdNNaiy
bolsonaro,- São Paulo (01/10/2022) https://t.co/jdKQdiVg59
bolsonaro,"- Só quem já teve a sua liberdade massacrada sabe a importância e o valor sagrado que ela tem. Obrigado, Zoe! Sob graça de Deus, o Brasil seguirá no caminho da prosperidade e da liberdade! https://t.co/ChbmRBMqqL"
bolsonaro,- ??? Kkkkkkkkkkkkkkk. ✌️✌️. https://t.co/jT9poZcWn9
bolsonaro,"- Uma das maiores atletas da história do esporte brasileiro, Maurren Maggi.

- Grato pelas palavras, sinceridade e confiança! 🇧🇷🌷 https://t.co/XNsXWXF4OB"
bolsonaro,- Obs: quem está dançando no vídeo não sou eu 👍.
bolsonaro,https://t.co/iZUUMmbRnh https://t.co/QuRaGVPuEA
bolsonaro,"- A Espanha também está com Bolsonaro. O deputado espanhol @Santi_ABASCAL, que preside o Partido Vox, declara seu apoio a Jair Bolsonaro, que segundo ele ""é o líder da opção dos patriotas e dos que querem nações prósperas, livres e soberanas contra o comunismo"".🇧🇷🇪🇸 https://t.co/uc1X0BvmHk"
bolsonaro,"- O deputado português @AndreCVentura , líder do Partido CHEGA, envia um alerta aos brasileiros: ""O regresso de lula ao poder é uma tragédia para o Brasil, para a América Latina e para o mundo que fala português. Em Portugal, não temos dúvida: Bolsonaro é a escolha certa"". 🇧🇷🇵🇹✌️ https://t.co/yKJvkpEtT8"
bolsonaro,"-Meu muito obrigado ao Primeiro-Ministro da Hungria Viktor Orban pelo reconhecimento do trabalho que temos feito para recuperar nossa economia, controlar a inflação, gerar empregos, combater o crime e defender nossos valores. Sigamos no caminho certo rumo a um futuro brilhante!🇧🇷 https://t.co/8VGnqVQZ6G"
bolsonaro,"- O Embaixador e o povo já decretaran! Neste domingo, é 2️⃣2️⃣✅ para o Brasil seguir no caminho da liberdade e da prosperidade! Valeu, @gusttavo_lima ! https://t.co/5C74Lf6JRb"
bolsonaro,"- Com o Programa Tempo de Aprender, estamos revolucionando a maneira de alfabetizar nossas crianças. Já são mais de 5 mil municípios que participam desse programa e mais de 18 milhões de acessos aos cursos de alfabetização."
bolsonaro,"- EDUCAÇÃO: Os governos do PT nos deixaram nas últimas colocações no ranking de educação no mundo, mesmo após o “fique em casa” o Brasil de hoje cria programas para sairmos dessa situação, além de maior reajuste para professores do ensino básico diante de série histórica no 🇧🇷. https://t.co/A1SXtXJXgP"
bolsonaro,"- América Latina com Bolsonaro pela liberdade. A senadora colombiana @MariaFdaCabal nos lembra que dia 02/10 escolheremos entre a liberdade e a escravidão, entre a prosperidade e a miséria. Temos uma grande responsabilidade em nossas mãos. Que Deus nos dê sabedoria para escolher. https://t.co/0kFao89ZJY"
bolsonaro,"- É compreensível a Rede Globo torcer e trabalhar pela volta do Ladrão. Quem é roubado é o povo, não ela, e quem fatura é ela, não o povo. Comigo, gastos com publicidade nesses veículos, que chegavam a bilhões, caíram drasticamente! A preocupação não é com democracia, é com $$$."
bolsonaro,"- A globo não vai te mostra por livre e espontânea vontade, mas teve que deixar revelarmos! https://t.co/FSkLvqOyqB"
bolsonaro,"- É perda de tempo tentar retomar o velho teatro que condenou o nosso país a décadas de fracasso. Eu acabei com essa promiscuidade disfarçada de jogo democrático! Eu fiz o Alckmin parar de fingir que era oposição e assumir a paixão reprimida, o amor bandido pela hiena de 9 dedos."
bolsonaro,- Live diária / Eleições 2022 30/09/22. https://t.co/G2lOuKgApN
bolsonaro,- Poços de Caldas / Minas Gerais (30SET/2022) https://t.co/VJNp4rpIIP
bolsonaro,"- Desde o Chile, @joseantoniokast, líder da bem-sucedida campanha contra a nova constituição chilena, envia seu apoio para que o Brasil siga no caminho da ordem e da liberdade, sendo um farol para a América Latina e para o mundo.

- Deus, Pátria, Família, Vida e Liberdade! https://t.co/sjqepP8ibt"
bolsonaro,https://t.co/d2LGdcwSdZ https://t.co/shZvws9Jkb
bolsonaro,- 🏀 https://t.co/umCFREMiUN
bolsonaro,"- De toda forma, agradeço por terem rasgado a fantasia e se unido para tentar salvar o sistema podre que criaram e impedir que o povo brasileiro perceba que o Brasil só não crescia porque eles não queriam. Nós vamos derrubar todos de uma vez só e enfim transformar o nosso país!"
bolsonaro,"- Ter esse tanto de linha auxiliar, além de atuais candidatos, e ainda se incomodar histericamente com um único presidenciavel que não está atacando o Governo mostra bem o que são: um bando de fracotes mimados covardes e intolerantes! Todos contra um e ainda pagam de oprimidos. https://t.co/8PbOohe7i2"
bolsonaro,https://t.co/ySjhsvI43t
bolsonaro,- Kkkkkkkkkkkkkk! 👍. https://t.co/8U8yHmIFaS
bolsonaro,- Mulheres são os alvos preferidos de ladrões. https://t.co/DCWt6IKtqc
bolsonaro,https://t.co/m5vFze5JKL
bolsonaro,https://t.co/k9rX92Wguf https://t.co/jX1QyJhmhL
bolsonaro,https://t.co/5CsqruRYZ9
bolsonaro,"- Após exorcismo, Lula pede voto para Jair Bolsonaro 22. Kkkkkkkkkkkkkkkkkkkkkkk🇧🇷👍🏻 https://t.co/KLYKlR2lMf"
bolsonaro,- Live diária (29/09/2022) 19:00 / PR Jair Bolsonaro. https://t.co/czJkUTOo2o
bolsonaro,"- Reeleição 🤝 Hexa.
- Valeu, @neymarjr !

Brasil acima de tudo!
Deus acima de todos!

2️⃣2️⃣ ✅ ⚽🇧🇷 https://t.co/RCdW6tEEN3"
bolsonaro,https://t.co/OBV8YaKSTi
bolsonaro,"- Avanços acontecem devido à desburocratizações, digitalizações, a lei de liberdade econômica que facilitam o empreendimento no país e confiança no Governo Brasileiro."
bolsonaro,"- Saldo líquido de emprego formal é positivo em 278.639 vagas em agosto.

- O saldo líquido de emprego formal no ano de 2022 é positivo em 1.853 milhão de vagas. (CAGED)"
bolsonaro,"- No Tocantins, a família de Maria Rodrigues e Gilvan Chaves, que aguardava o sonhado título da terra, já está com o documento na mão e planeja o futuro com mais segurança.

- Recorde histórico alcançando mais títulos do que o somatório de décadas de governos anteriores."
bolsonaro,"- Ultrapassamos a marca de 410 MIL TÍTULOS, levando dignidade para as famílias, agricultores familiares e possibilidade de ingresso em programas facilitadores para geração de empregos e renda, sendo cerca de 80% para as mulheres. https://t.co/whYSq9Hvyc"
bolsonaro,"- Quem insiste em falsas memórias do passado ainda não entendeu que vivemos numa nova era. Aqueles que desprezam o povo e seus valores que se acostumem com a falta de sossego. Deus não me deu uma nova vida em 06/09/2018 para ser um gestor, mas para mudar de vez o nosso Brasil!"
bolsonaro,"- Mas quem pensa que conseguirá tirar o povo novamente das decisões nacionais e retomar as velhas práticas que condenaram o país à miséria, não conhece a sua força. Se eles estão unidos para defender a si próprios, estamos ainda mais unidos com o povo para defender seus valores!"
bolsonaro,"- E é um erro pensar que o alvo principal é Jair Bolsonaro. O sistema se uniu contra cada brasileiro que defende a familia, a liberdade de expressão, o combate ao aborto e às drogas, a propriedade privada, o livre mercado e tudo aquilo que por em xeque a ilusão do socialismo."
bolsonaro,- Eles perceberam que não são invencíveis como pensavam. Perceberam que nem todos se deixam seduzir por suas promessas falsas ou se curvam às suas chantagens. Eles não se uniram contra mim porque ameaço a democracia. Eles se uniram porque ameaço os seus esquemas e interesses!
bolsonaro,"- Como surgiu, agora apelam para uma suposta causa maior: defender a democracia. Mas como podem defender algo que se fundamenta justamente no que eles sempre desprezaram, que é o povo? É porque não é defesa da democracia, mas do sistema que construíram para se perpetuar no poder."
bolsonaro,"- Faziam isso porque achavam que jamais surgiria alguém com independência, coragem e disposição para livrar o povo desse inferno. Alguém que não desistiria do país nem depois de uma tentativa de assassinato, da maior crise sanitária do século e de uma guerra com impactos globais."
bolsonaro,"- Prova disso é que as estatais que antes eram saqueadas e davam prejuízos à nação, hoje dão lucros recordes que auxiliam no pagamento de programas de transferência de renda bem maiores. Sempre foi uma questão de escolha: nós escolhemos transformar o país, eles escolheram roubar."
bolsonaro,"- Aqueles que promoveram o maior esquema de corrupção de nossa história sempre souberam que cada milhão a mais que roubaram para si, era um milhão a menos para atender as demandas e as necessidades do país. O sofrimento do povo sempre foi uma escolha consciente dessas pessoas!"
bolsonaro,"- Eles sabem que mais 4 anos de Jair Bolsonaro mostrará para os brasileiros que a prosperidade sempre foi possível. Que ficaram na lama esse tempo todo porque eram desprezados. É por isso que roubavam o seu dinheiro, porque nunca se importaram em como isso poderia te atingir!"
bolsonaro,- O que explica o repentino rasgar das fantasias depois de tantos anos simulando uma falsa diversidade para que a mesma ideologia de esquerda imperasse por décadas no país é bem simples: DESESPERO! Foi o recurso que restou para tentarem impedir a libertação definitiva do Brasil.
bolsonaro,"- Pela primeira vez na história você está podendo enxergar o que o sistema é capaz de fazer para se manter no controle de tudo, inclusive da sua vida. Hoje, está claro que as ""diferenças"" do passado não eram nada além de 50 tons de vermelho. Nós desmascaramos todo esse teatro! https://t.co/uuIqUqGXsG"
bolsonaro,"- Gratificante passagem, hoje, pelo @InstitutoNJr . O respeito à família e aos professores, junto da disciplina do esporte, garante um futuro honesto. Nosso maior patrimônio são nossos filhos e precisamos preservá-lo, se preciso for, com nossa própria vida. Valeu, @neymarjr  🇧🇷👍🏻 https://t.co/gW2MjBLKUn"
bolsonaro,-Live diária (28/09/2022) / PR Jair Bolsonaro: https://t.co/Y1pbrXsUis
bolsonaro,"- Santos / Praia Grande (SP)
- Brasil, chuva e moto (28/09/2022) https://t.co/WJvzuNkCzw"
bolsonaro,https://t.co/zhkyQLAIKM
bolsonaro,"- O Governo Federal apoiando o livre comércio, gerando riquezas para o país e criando empregos para os brasileiros. É nosso Agro alimentando e comercializando produtos com todo o planeta."
bolsonaro,"- O número de novos mercados abertos desde 2019 para produtos agropecuários brasileiros chegou a 229, em 54 países. 

- O  Brasil chegou a 43 novos mercados abertos para os produtos agropecuários desde janeiro até setembro deste ano."
bolsonaro,- Boa noite a todos! https://t.co/VkORNxrzhq
bolsonaro,"- Acompanhe entrevista do Ministro da Economia, Paulo Guedes, agora no PodCast Flow. https://t.co/gXmByNabdl"
bolsonaro,"- Antes do Flow com Paulo Guedes, breve live / PR Jair Bolsonaro (27/09/2022).  Assista: https://t.co/b2FM7aRBmn"
bolsonaro,"- Petrolina/PE - Juazeiro/BA, 27 Set 22. https://t.co/EpHYZmcKut"
bolsonaro,"- Petrolina / Pernambuco
- Juazeiro / Bahia
- 27/09/2022 https://t.co/Dm7gUWffIN"
bolsonaro,"- Hoje, dos 4.900 serviços disponíveis no https://t.co/fW7rbcnNQm, 3.695 estão totalmente digitalizados.

- Com isso, alavancamos o 🇧🇷 no mundo da digitalização.

- 1º país em serviços digitalizados nas américas, à frente até de EUA e Canadá;"
bolsonaro,"-Digitalização de serviços públicos começou em 2000.

- Até 18 anos (quase duas décadas), 1.979 foram digitalizados. Ou seja, 40,4% de digitalização em 18 anos.

-De 2019 a 2022, mais 1.716 serviços foram digitalizados.

- Ou seja, 35% de digitalização em apenas 3 anos."
bolsonaro,"DIGITALIZACÃO:

- O Brasil conta com 4.900 serviços à população.

- O Brasil é o 7° país em serviços públicos digitalizados segundo ranking do banco mundial;

- Estima-se em R$ 4,5 bilhões por ano de economia para os brasileiros, desburocratizações e ganho de tempo;"
bolsonaro,"- Desconfie de quem lhe promete o mundo. Mula hoje fala em picanha para todos, mas quando estava no poder e a bomba da corrupção sistêmica explodiu no colo do povo, gerando a maior crise de nossa história, era isso que ele dizia. Assim é o PT: vende o paraíso e entrega o inferno! https://t.co/MnEHdlddvh"
bolsonaro,"- Para enganar inocentes, o PT agora se vende como ""do amor"". Considerando que promoveram o maior esquema de corrupção da história e colocaram o Brasil entre as nações mais violentas do mundo, com números de homicídios em níveis de um país em guerra civil, só se for amor bandido."
bolsonaro,https://t.co/nGTx8w6KvO
bolsonaro,". BR-392/RS - Conclusão da duplicação dos 23,7 km do Contorno de Pelotas;

. BR-101/SE - Duplicação do Lote 1 (Propriá - Capela);

. E muito mais concluídas e em andamento."
bolsonaro,". BR-116/CE - Construção do Viaduto de Horizonte;

. Construção do Terminal de Passageiros do Porto de Maceió;

. Reforma e ampliação do Aeroporto de Linhares;

. BR-153/SP - Travessia Urbana de São José do Rio Preto;"
bolsonaro,". BR-230/PA - 102 km de pavimentação entre Itupiranga e Novo Repartimento;

. BR-163/364/MT - Conclusão da duplicação de 168,0 km entre Cuiabá a Rondonópolis;

. BR-222/CE - Adequação das variantes de Frios e Umirim;

. BR-365/MG - Entrega da Trincheira do Taiaman, em Uberlândia;"
bolsonaro,". BR-369/PR Passagem inferior à via férrea em Rolândia e remanejamento do Pátio de manobras ferroviário;

. BR-364/RO - Ponte sobre o Rio Madeira em Abunã;

. BR-104/316/AL - Entrega do Viaduto da PRF;

. BR-235/PI - Construção de Ponte sobre o Rio Parnaíba em Santa Filomena;"
bolsonaro,". Novo Pátio de estacionamento de aeronaves do Aeroporto de Santa Maria, RS;

. BR-101/406/RN - Adequação do Viaduto do Gancho;

. BR-135/BA - 67 km de adequação entre Jaboramdi e Cocos;

. BR-235/BA - 77,6 km de pavimentação entre Jeremoabo e Canché;"
bolsonaro,". Novo Terminal do Aeroporto de Cascavel/PR;

. Liberação da Travessia Principal da 2a. Ponte do Guaíba (BR-116/290/RS);

. BR-116/RS - Duplicação de 27,1 km entre Guaíba e Pelotas;

. BR-222/PI - 47 km de Pavimentação entre Piripiri e Batalha;"
bolsonaro,". BR-242/MT - Construção de 8 Pontes entre Nova Ubiratã e Santiago do Norte;

. BR-080/GO-346 km de adequação entre a Divisa DF/GO e Padre Bernardo;

. BR-154/MG - Pavimentação Ituiutaba - Crucilândia;

. Construção de 2 Viadutos sobre a BR-050 em Mogi-Guaçu;"
bolsonaro,". Novo Cais de Atalaia no Porto de Vitoria/ES;

. BR-426/PB - 7,7 km de implantação entre Nova Olinda e Santana dos Garrotes;

. BR-432/RR - 48,8 km de pavimentação entre Cantá e Novo Paraíso;

. BR-364/MT - Adequação da Travessia urbana de Rondonópolis/MT (3 km);"
bolsonaro,". Viaduto sobre Linha Férrea - Avaré/SP;

. 5,6 km de adequação da Via Expressa de Florianópolis;

. BR-101/RJ - Viaduto da Casa da Moeda;

. BR-235/BA - 79 km de construção (Jeremoabo - Divisa BA/SE);

. Alinhamento do Berço 4 - Porto de Itajai/SC"
bolsonaro,". Novo Terminal do Aeroporto de Macapá;

. Modernização do Aeroporto de Marabá;

.Melhorias no Aeroporto de Foz do Iguaçu;

. Modernização do Aeroporto de Macaé;

. Aeroporto de Vitória da Conquista;

. BR-163/PA - 51 km de pavimentação;

. BR-365/MG - travessia de Monte Alegre;"
bolsonaro,"-Conclusão da Nova Ponte do Guaíba (RS), após 10 anos do anúncio da obra;

- BR-163: fim dos atoleiros e de quase meio século de espera de conclusão de trechos que ligam o MT ao PA;

- Fim da ""indústria das balsas"" com a conclusão da Ponte do Abunã (AC - RO), esperada havia anos;"
bolsonaro,"- CONCLUSÃO DE OBRAS:

- Obras históricas iniciadas em governos anteriores e concluídas nesta gestão:

- BR-154, em Minas Gerais: pavimentação de trecho de rodovia que liga Centro-Oeste e Sudeste, após 50 anos de espera;

Segue o fio⬇️"
bolsonaro,"- Logo mais, às 19:00 (25/09/22), faremos live. Um abraço a todos! Assista: https://t.co/K5xxd6jXlO"
bolsonaro,https://t.co/wuKg7FPvP3
bolsonaro,- CEARÁ / Transposição do Rio São Francisco: benefícios chegando ao pequeno agricultor (renda e emprego) 🇧🇷. https://t.co/bAgHRL7sll
bolsonaro,"- Da mesma forma agora tentam se colocar como responsáveis pela Transposição do Rio São Francisco, quando na verdade são os principais culpados seu pelo atraso e abandono. Eis a diferença: eles desviaram recursos, nós desviamos as águas do Velho Chico para milhões de famílias."
bolsonaro,"- Aliás, parece ser outro vício de Lula falar dos absurdos que cometeu como se fossem coisas boas. Foi preso porque é republicano, não porque é ladrão. O maior esquema de corrupção da história aconteceu porque investigaram, não porque são corruptos. É como quem espanca por amor."
bolsonaro,"Uma ponte incompleta não cumpre seu propósito pois não pode ser atravessada. Assim era a Transposição do São Francisco, que nós concluímos. Lula se gabar de uma obra que não concluiu, que estava atrasada há 10 anos e que custou BILHÕES a mais do que deveria, é pura pilantragem."
bolsonaro,https://t.co/kdPqqNRGs2
bolsonaro,"- Quando não compareci em 2018, por estar debilitado e por recomendação médica, em decorrência da facada dada por um militante de esquerda, o PT me massacrou. Hoje, lula foge por puro medo e por ser incapaz de explicar o maior esquema de corrupção da historia promovido pelo PT. https://t.co/6qoo0BpwDR"
bolsonaro,https://t.co/JoZUfRosmi https://t.co/eY9ycqvRBd
bolsonaro,- Campinas / SP 24/09/22 🇧🇷 https://t.co/Nk2vGhb5sd
bolsonaro,- Campinas / São Paulo 24SET22 https://t.co/XDCICuSgTi
bolsonaro,- Campinas / SP (24/09/22) https://t.co/uGh9S8O8DO
bolsonaro,- Mais resultados que mostram as diferenças de propostas: https://t.co/6ijM8XsCJZ
bolsonaro,"- Contagem/MG, 23/setembro. https://t.co/RSwXWn5lU1"
bolsonaro,- Divinópolis / Minas Gerais (23/09/2022) 🇧🇷 https://t.co/cxaHzoauZa
bolsonaro,"- Mula acha que o programa Casa Verde e Amarela, que já entregou mais de 1,2 milhão de moradias às famílias humildes desde 2019, obriga as pessoas a pintarem suas casas de verde e amarelo. E ainda diz que é o povo do interior de São Paulo que é ignorante. É muita água batizada!"
bolsonaro,- Kkkkkkkkkkkkkkk. https://t.co/ndnejFyssG
bolsonaro,"- Após mais de 15 anos, ano passado o Governo Federal trouxe de volta também o JEBs (Jogos Escolares Brasileiros) realizado no Parque Olímpico no Rio de Janeiro (RJ)."
bolsonaro,"- Delegações dos 26 estados e do Distrito Federal se apresentaram para as disputas dos Jogos Universitários, que reúnem cerca de sete mil participantes na disputa de 28 modalidades e vão até 25 de setembro!"
bolsonaro,"- SAÚDE / EDUCAÇÃO / ESPORTE: Este ano o investimento vem também no ""JUBS"" - Jogos Universitários Brasileiros que está sendo realizado em Brasília/DF.

- A maior edição dos jogos de todos os tempos! https://t.co/BLbXMGzbEV"
bolsonaro,https://t.co/uEHqPRUe3k
bolsonaro,"- Lula não apresenta plano porque já negociou ministérios, estatais e bancos em troca de apoio. Esse modelo promíscuo resulta num governo que trabalha por interesses estranhos e não pelos da nação. Não dá pra assumir compromissos com o povo se já está comprometido com maracutaia!"
bolsonaro,"- De forma a contribuir para a política de preços e melhor compreensão, a Petrobras publica em seu site informações referentes à formação e composição dos preços de combustíveis ao consumidor. 

. Visite o site: https://t.co/b6YSUUySS6"
bolsonaro,"- A redução acompanha a evolução dos preços de referência com a prática de preços da Petrobras, que busca o equilíbrio dos seus preços com o mercado, mas sem o repasse para os preços internos da volatilidade das cotações e da taxa de câmbio."
bolsonaro,"- Petrobras reduz novamente preços de venda do gás de cozinha para as distribuidoras:

- A partir de amanhã, 23/09, o preço médio de venda passará de R$ 4,0265/kg para R$3,7842/kg (R$49,19 por 13kg), redução média de R$3,15 por 13 kg.

-O imposto federal do gás de cozinha é ZERO."
bolsonaro,"- Belém/PA, 22/setembro. https://t.co/QVCVNq4azB"
bolsonaro,. Belém-PA - 22SET2022 https://t.co/hy5jAHjvCH
bolsonaro,https://t.co/qIuPAHz3YE
bolsonaro,"- Os resultados se dão pelo histórico investimento de empresas estrangeiras devido à desburocratizações, digitalizações, lei da liberdade econômica. Tudo isso é resultado de menos estado nas costas do cidadão. Ainda temos muito à fazer! 🇧🇷"
bolsonaro,"- O estudo mostra ainda que, no segundo trimestre de 2022, o aumento da ocupação ocorreu de forma mais intensa entre os trabalhadores mais jovens (15,1%) e os mais idosos (18,0%)."
bolsonaro,"- O Ipea divulgou nota sobre o Desempenho Recente do Mercado de Trabalho e Perspectivas, que aponta uma melhora generalizada na ocupação, abrangendo todas as regiões, todos os segmentos etários e educacionais e quase todos os setores da economia."
